CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR
CERTIFIED,CONFYDE INC.,MARKETING MANAGERS,MARKETING MANAGER,Y,81078.0,2016
CERTIFIED,LEXINNOVA TECHNOLOGIES LLC,MARKETING MANAGERS,DIRECTOR-PRODUCT MARKETING,Y,89336.0,2016
CERTIFIED,BLUELINER MARKETING LLC,MARKETING MANAGERS,DIGITAL MARKETING PROJECT MANAGER,Y,108492.8,2016
CERTIFIED,"INTERCOS AMERICA, INC.",MARKETING MANAGERS,"DIRECTOR, STRATEGIC MARKETING",Y,112000.0,2016
CERTIFIED,"SHAW INDUSTRIES GROUP, INC.",MARKETING MANAGERS,"DIRECTOR, MARKETING LATIN AMERICA",Y,108576.0,2016
WITHDRAWN,"PAYPAL, INC.",MARKETING MANAGERS,VICE PRESIDENT CORPORATE STRATEGY,Y,220251.0,2016
CERTIFIED,"CORR-JENSEN, INC.",MARKETING MANAGERS,BRAND DIRECTOR,Y,108493.0,2016
WITHDRAWN,MERIDIAN AMERICA,MARKETING MANAGERS,VICE-PRESIDENT,Y,115000.0,2016
CERTIFIED,EXPOCREDIT LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT OFFICER,N,55182.4,2016
CERTIFIED,SABRE GLBL INC.,MARKETING MANAGERS,PRINCIPAL PRODUCT MARKETING & DEVELOPMENT,Y,91562.0,2016
CERTIFIED,GRACO INC.,MARKETING MANAGERS,GLOBAL AUTOMOTIVE DIRECTOR,Y,131976.0,2016
CERTIFIED,"VMWARE, INC.",MARKETING MANAGERS,"SR. MANAGER, MARKETING GLOBALIZATION PROGRAMS",Y,141448.0,2016
CERTIFIED,HUBSPOT INC.,MARKETING MANAGERS,LATIN AMERICA MARKETING MANAGER,N,60200.0,2016
CERTIFIED,"RIDECELL, INC.",MARKETING MANAGERS,DIRECTOR OF MARKETING,Y,110074.0,2016
CERTIFIED,AL-MEDINA PHARMACY INC,MARKETING MANAGERS,STRATEGIC PHARMACEUTICAL MRKT./COMPLIANCE MANAGER,Y,108492.8,2016
CERTIFIED,OPEXTEL LLC,MARKETING MANAGERS,SALES AND MARKETING DIRECTOR,N,55182.0,2016
CERTIFIED,"AMI HOLDINGS, LLC",MARKETING MANAGERS,REGIONAL MARKETING DIRECTOR,N,55182.0,2016
CERTIFIED,"APICORE US, LLC",MARKETING MANAGERS,BUSINESS DEVELOPMENT EXECUTIVE,Y,99528.0,2016
CERTIFIED,SVG PARTNERS LLC,MARKETING MANAGERS,CHIEF MARKETING OFFICER,Y,155542.0,2016
CERTIFIED,NUVU,MARKETING MANAGERS,MARKETING OFFICER,Y,111862.0,2016
CERTIFIED,"FRAME LA BRANDS, LLC",MARKETING MANAGERS,BRAND MANAGER,Y,81078.0,2016
CERTIFIED,GIVAUDAN FLAVORS CORPORATION,MARKETING MANAGERS,SENIOR ACCOUNT EXECUTIVE,Y,86900.0,2016
CERTIFIED,SABRE GLBL INC.,MARKETING MANAGERS,PRINCIPAL PRODUCT MANAGEMENT,Y,91562.0,2016
CERTIFIED,VALTECH SOLUTIONS INC.,MARKETING MANAGERS,SENIOR PROJECT DIRECTOR,Y,144123.0,2016
CERTIFIED,EMC CORPORATION,MARKETING MANAGERS,PRINCIPAL PRODUCT MARKETING MANAGER,Y,123198.0,2016
CERTIFIED,"NETFLIX, INC.",MARKETING MANAGERS,"DIRECTOR, GLOBAL FILM",Y,174658.0,2016
CERTIFIED,"ADVANCED MICRO DEVICES, INC.",MARKETING MANAGERS,PRODUCT MARKETING MANAGER 2,Y,111758.0,2016
CERTIFIED-WITHDRAWN,"SNAPCHAT, INC.",MARKETING MANAGERS,SOCIAL MARKETING MANAGER,Y,81078.0,2016
CERTIFIED,"VMWARE, INC.",MARKETING MANAGERS,SR. PRODUCT MARKETING MANAGER,Y,141448.0,2016
CERTIFIED,SABRE GLBL INC.,MARKETING MANAGERS,PRINCIPAL PRODUCT MARKETING,Y,91562.0,2016
CERTIFIED,"DMG MORI USA, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,92491.0,2016
CERTIFIED,"VMWARE, INC.",MARKETING MANAGERS,SR. PRODUCT MARKETING MANAGER,Y,141448.0,2016
CERTIFIED,"US FOODS, INC.",MARKETING MANAGERS,SR. DIRECTOR - PRODUCT DEVELOPMENT,Y,150259.0,2016
CERTIFIED,AEM-USA FOUNDATION,MARKETING MANAGERS,MARKETING MANAGER,N,59488.0,2016
CERTIFIED,"STANLEY BLACK & DECKER, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,64002.0,2016
CERTIFIED,CHI INSTITUTE OF CHINESE MEDICINE,MARKETING MANAGERS,MARKETING MANAGER - CHINESE MARKET,Y,72238.4,2016
CERTIFIED,CONMED CORPORATION,MARKETING MANAGERS,PRODUCT MANAGER,Y,93662.0,2016
CERTIFIED,VANGUARD INTERNATIONAL USA LLC,MARKETING MANAGERS,VP GLOBAL MARKETING AND SALES,Y,167586.0,2016
CERTIFIED,"VMWARE, INC.",MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,112687.0,2016
CERTIFIED,EAGLE INNOVATIONS INCORPORATED,MARKETING MANAGERS,SOUTH AMERICA MARKETING MANAGER,N,47986.0,2016
CERTIFIED,NETSECURITY SYSTEMS INC,MARKETING MANAGERS,BUSINESS DEVELOPMENT ANALYST,N,55182.0,2016
CERTIFIED,HLM INVESTMENTS LLC,MARKETING MANAGERS,MARKETING MANAGER,N,53414.0,2016
CERTIFIED,RIYA HAZLET LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,133931.2,2016
CERTIFIED,"SOUTHWESTERN - GREAT AMERICAN, INC.",MARKETING MANAGERS,MARKET DATA ANALYSIS MANAGER,Y,74298.0,2016
CERTIFIED,RALPH INTERACTIVE,MARKETING MANAGERS,HEAD OF SOCIAL,Y,108493.0,2016
CERTIFIED,"COIN, INC.",MARKETING MANAGERS,DIRECTOR OF BUSINESS DEVELOPMENT,Y,144893.0,2016
CERTIFIED,"VMWARE, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,118481.0,2016
DENIED,MAKKAH TOURS & TRAVEL,MARKETING MANAGERS,MARKETING MANAGER,N,69617.6,2016
CERTIFIED,SAC ATTORNEYS LLP,MARKETING MANAGERS,ASSOCIATE MARKETING AND BUSINESS DEVELOPMENT,Y,123198.4,2016
CERTIFIED,MDI MEMBRANE TECHNOLOGIES INC,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,80330.0,2016
CERTIFIED,TRINET HR CORPORATION,MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,101795.0,2016
CERTIFIED,"AMAG PHARMACEUTICALS, INC.",MARKETING MANAGERS,"MANAGER, MARKET RESEARCH",Y,83470.0,2016
CERTIFIED,"CARBON INNOVATION, INC.",MARKETING MANAGERS,MARKETING MANAGER,N,64210.0,2016
CERTIFIED,"VMWARE, INC.",MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,112687.0,2016
CERTIFIED,SABRE GLBL INC.,MARKETING MANAGERS,SENIOR PRODUCT MANAGEMENT,Y,91562.0,2016
CERTIFIED,"PIVOT POINT INTERNATIONAL, INC.",MARKETING MANAGERS,"VICE PRESIDENT, GLOBAL EDUCATION & MARKETING",Y,150259.0,2016
CERTIFIED,HITACHI DATA SYSTEMS CORPORATION,MARKETING MANAGERS,SOLUTIONS MARKETING MANAGER (SPCLST/PROD MARKETING ANALYST),Y,123198.0,2016
CERTIFIED,"SOUTHWESTERN - GREAT AMERICAN, INC.",MARKETING MANAGERS,MARKET ANALYSIS MANAGER,Y,74298.0,2016
CERTIFIED,"KARHOO, INC.",MARKETING MANAGERS,GLOBAL BUSINESS DEVELOPMENT DIRECTOR,Y,144123.0,2016
CERTIFIED,MICROSOFT CORPORATION,MARKETING MANAGERS,SENIOR INTL SITE MANAGER,Y,141586.0,2016
CERTIFIED-WITHDRAWN,"JONES LANG LASALLE AMERICAS, INC.",MARKETING MANAGERS,"DIRECTOR, SOLUTIONS MANAGEMENT",Y,144123.0,2016
CERTIFIED,SUSQUEHANNA MOTEL INC.,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,80329.6,2016
WITHDRAWN,HLM INVESTMENTS LLC,MARKETING MANAGERS,HLM INVESTMENTS LLC,N,53414.0,2016
CERTIFIED,"KOSMOS ENERGY, LLC",MARKETING MANAGERS,"SENIOR DIRECTOR, BUSINESS DEVELOPMENT",Y,167627.0,2016
CERTIFIED,INTERACTIVE LIFE FORMS LLC,MARKETING MANAGERS,VICE PRESIDENT OF DIGITAL STRATEGY,Y,80371.0,2016
CERTIFIED,VEECO PROCESS EQUIPMENT INC.,MARKETING MANAGERS,LEAD PRODUCT MARKETING MANAGER,Y,99528.0,2016
CERTIFIED,AAXY L.L.C.,MARKETING MANAGERS,MARKETING MANAGER,Y,80371.2,2016
CERTIFIED,"UNIVERSAL FORCE, INC.",MARKETING MANAGERS,REGIONAL FRANCHISE RELATION MANAGER,Y,81078.4,2016
CERTIFIED,"BRIGHT PATTERN, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,110074.0,2016
CERTIFIED,"OFS FITEL, LLC",MARKETING MANAGERS,PRODUCT MARKET MANAGER,Y,80579.0,2016
CERTIFIED,VISIT CALIFORNIA,MARKETING MANAGERS,MARKETING MANAGER,N,64210.0,2016
CERTIFIED,"UNILIFE MEDICAL SOLUTIONS, INC.",MARKETING MANAGERS,"SENIOR VICE PRESIDENT, MARKETING AND COMMUNICATIONS",Y,164341.0,2016
CERTIFIED,"YUM! RESTAURANTS INTERNATIONAL, INC.",MARKETING MANAGERS,"MANAGER, MARKETING",Y,98993.0,2016
CERTIFIED,"STIEFEL LABORATORIES, INC.",MARKETING MANAGERS,"DIRECTOR, GLOBAL MARKET ACCESS",Y,188864.0,2016
CERTIFIED,"HYPERTECH COMPUTERS, INC.",MARKETING MANAGERS,MARKETING MANAGER,N,68619.2,2016
CERTIFIED,"SALESFORCE.COM, INC.",MARKETING MANAGERS,TECHNICAL PRODUCT MARKETING MANAGER,Y,110074.0,2016
CERTIFIED,SUERSEED LLC,MARKETING MANAGERS,MARKETING DIRECTOR/BUSINESS DEVELOPER,Y,83470.0,2016
CERTIFIED,ALPHAEON CORPORATION,MARKETING MANAGERS,DIRECTOR OF INTERNATIONAL MARKETING,Y,166608.0,2016
CERTIFIED,HTS SERVICES INC,MARKETING MANAGERS,MARKETING MANAGER,Y,89336.0,2016
CERTIFIED,"ADAPTLY, INC.",MARKETING MANAGERS,CAMPAIGN STRATEGY DIRECTOR,Y,144123.0,2016
CERTIFIED,"KOLLECTIVE TECHNOLOGY, INC.",MARKETING MANAGERS,"VICE PRESIDENT, WORLDWIDE SALES",Y,115336.0,2016
CERTIFIED,AMGEN INC.,MARKETING MANAGERS,SENIOR MARKETING MANAGER,Y,149094.0,2016
CERTIFIED,COTY INC.,MARKETING MANAGERS,BRAND MANAGER,Y,81890.0,2016
CERTIFIED,THE WEISSCOMM GROUP LTD,MARKETING MANAGERS,GROUP DIRECTOR,Y,174387.0,2016
CERTIFIED,"ANCHORFREE, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,110074.0,2016
CERTIFIED-WITHDRAWN,"UNDER ARMOUR, INC.",MARKETING MANAGERS,"DIRECTOR OF SPORTSWEAR, FOOTWEAR",Y,179774.0,2016
CERTIFIED,FREEDOM SOLUTIONS GROUP LLC,MARKETING MANAGERS,DIRECTOR OF MARKETING,Y,123386.0,2016
CERTIFIED,DONNELLY ENGINEERING,MARKETING MANAGERS,MARKETING MANAGER,N,58843.2,2016
CERTIFIED,"ARLA FOODS, INC.",MARKETING MANAGERS,BRAND MANAGER,Y,108000.0,2016
CERTIFIED,"HANAHREUM MART, INC.",MARKETING MANAGERS,ASIAN PRODUCT PROMOTION/MARKETING MANAGER,Y,89564.8,2016
CERTIFIED,VERITAS TECHNOLOGIES LLC,MARKETING MANAGERS,"MANAGER, ONLINE MARKETING",Y,96034.0,2016
CERTIFIED,"GEORGIA-PACIFIC CONSUMER PRODUCTS, LP",MARKETING MANAGERS,ASSOCIATE BRAND MANAGER,Y,82430.0,2016
CERTIFIED,"GUIDING FORCE OF ATLANTA, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,82430.4,2016
CERTIFIED,DISH NETWORK LLC,MARKETING MANAGERS,PRODUCT LEAD,Y,111634.0,2016
CERTIFIED,SUPERSPEED LLC,MARKETING MANAGERS,MARKETING DIRECTOR/BUSINESS DEVELOPER,Y,83470.0,2016
CERTIFIED,INVISTA S.À R.L.,MARKETING MANAGERS,STRATEGIC MARKETING MANAGER,Y,75733.0,2016
CERTIFIED,"TTI LEXINGTON, LLC",MARKETING MANAGERS,MARKETING MANAGER,N,48547.0,2016
CERTIFIED,EAST DUMPLING LLC,MARKETING MANAGERS,DIRECTOR OF MARKETING,Y,89190.4,2016
CERTIFIED,"YUM! BRANDS, INC.",MARKETING MANAGERS,"DIRECTOR, DEVELOPMENT",Y,166608.0,2016
CERTIFIED,IMAGINATION TECHNOLOGIES LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,119144.0,2016
CERTIFIED,"YASH TECHNOLOGIES, INC.",MARKETING MANAGERS,MARKET DEVELOPMENT MANAGER,N,55640.0,2016
CERTIFIED,"INDEGENE, INC",MARKETING MANAGERS,MARKETING MANAGER,Y,99528.0,2016
CERTIFIED,"STAR SOURCE, LLC",MARKETING MANAGERS,MARKETING MANAGERS,Y,89336.0,2016
CERTIFIED,"BOX, INC.",MARKETING MANAGERS,"SENIOR DIRECTOR, PRODUCT MARKETING",Y,214552.0,2016
CERTIFIED,"NORD-LOCK, INC.",MARKETING MANAGERS,NORTH AMERICAN BUSINESS DEVELOPMENT DIRECTOR,Y,176301.0,2016
CERTIFIED,CORILLIAN CORPORATION,MARKETING MANAGERS,"DIRECTOR, PRODUCT STRATEGY, DIGITAL CHANNELS",Y,109678.0,2016
CERTIFIED,"FORTINET, INC.",MARKETING MANAGERS,INSIDE SALES MANAGER,Y,94058.0,2016
CERTIFIED,PUGNA TECHNOLOGIES,MARKETING MANAGERS,MARKETING MANAGER,N,46218.0,2016
DENIED,LAS LOMAS REALTY,MARKETING MANAGERS,MARKETING MANAGER,Y,89336.0,2016
CERTIFIED,MOAC MALL HOLDINGS LLC,MARKETING MANAGERS,VICE PRESIDENT DEVELOPMENT/ATTRACTIONS,Y,215405.0,2016
DENIED,"GIANT CEMENT HOLDING, INC.",MARKETING MANAGERS,STRATEGIC MARKETING DIRECTOR,Y,135000.0,2016
CERTIFIED,GOOGLE INC.,MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,112635.0,2016
CERTIFIED-WITHDRAWN,KAYAK SOFTWARE CORPORATION,MARKETING MANAGERS,PROGRAMMATIC MARKETING MANAGER (INTERNATIONAL),Y,83470.0,2016
CERTIFIED,"REV GROUP, INC.",MARKETING MANAGERS,VICE PRESIDENT CORPORATE MARKETING,Y,135283.0,2016
CERTIFIED,AAIPHARMA SERVICES CORP,MARKETING MANAGERS,"SR. MANAGER, BUSINESS DEVELOPMENT, DRUG PRODUCT & SUBSTANCE",Y,129334.0,2016
CERTIFIED,"NEWRACOM, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,76045.0,2016
CERTIFIED,"GEORGIA-PACIFIC CONSUMER PRODUCTS, LP",MARKETING MANAGERS,ASSOCIATE BRAND MANAGER,Y,82430.0,2016
CERTIFIED-WITHDRAWN,"GEORGIA-PACIFIC CONSUMER PRODUCTS, LP",MARKETING MANAGERS,ASSOCIATE BRAND MANAGER,Y,82430.0,2016
CERTIFIED,"PROXIMITY SYSTEMS, INC.",MARKETING MANAGERS,VICE PRESIDENT OF BUSINESS DEVELOPMENT,Y,183477.0,2016
CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,115565.0,2016
CERTIFIED,WHIRLPOOL CORPORATION,MARKETING MANAGERS,MARKETING MANAGER,Y,81890.0,2016
CERTIFIED,CASCO (USA) INC.,MARKETING MANAGERS,VICE PRESIDENT OF MARKETING,N,69618.0,2016
CERTIFIED,"TELCORDIA TECHNOLOGIES, INC.",MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,99528.0,2016
CERTIFIED,BASF CORPORATION,MARKETING MANAGERS,PARTNER MANAGER - GLOBAL STRATEGIC MARKETING HERBICIDES,Y,88200.0,2016
CERTIFIED,"LOGMEIN, INC.",MARKETING MANAGERS,LATAM REGIONAL MARKETING MANAGER,Y,81890.0,2016
CERTIFIED,LOCKHEED MARTIN CORPORATION,MARKETING MANAGERS,"BUSINESS DEVELOPMENT ANALYST, PRINCIPAL",Y,140691.0,2016
CERTIFIED,"TARGETCAST, LLC",MARKETING MANAGERS,ANALYTICS SUPERVISOR,Y,108493.0,2016
CERTIFIED,"UNIDAYS, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,108493.0,2016
CERTIFIED,CELLCO PARTNERSHIP,MARKETING MANAGERS,MANAGER-BUSINESS DEVELOPMENT/STRATEGIC PLANNING,Y,107700.0,2016
CERTIFIED,IBM CORPORATION,MARKETING MANAGERS,PRODUCT MARKETING DIRECTOR,Y,109512.0,2016
CERTIFIED,ADCREASIANS,MARKETING MANAGERS,MARKETING MANAGER,Y,76044.8,2016
CERTIFIED,"GLOBAL EDGE SOLUTIONS, LLC",MARKETING MANAGERS,NORTH AMERICA BUSINESS MANAGER,Y,120723.0,2016
CERTIFIED,"ETOUCHES, INC.",MARKETING MANAGERS,VP GLOBAL MARKETING,Y,158454.0,2016
CERTIFIED,"SURF AIRLINES, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,81078.0,2016
CERTIFIED,"MEDIAVEST WORLDWIDE, INC",MARKETING MANAGERS,ASSOCIATE DIRECTOR,Y,108493.0,2016
CERTIFIED,"PEPSICO, INC.",MARKETING MANAGERS,"VICE PRESIDENT, KIDS & SENIOR INNOVATION",Y,215405.0,2016
CERTIFIED,"ASAMAR, INC.",MARKETING MANAGERS,COMMERCIAL RELATIONS AND BUSINESS DEVELOPMENT MANAGER,Y,144123.0,2016
CERTIFIED,SONY PICTURES HOME ENTERTAINMENT  INC.,MARKETING MANAGERS,"MANAGER, INTERNATIONAL MARKETING",Y,81078.0,2016
CERTIFIED,AMERLAND INC.,MARKETING MANAGERS,PROJECT MANAGER,N,62400.0,2016
CERTIFIED,"GLOBAL EDGE SOLUTIONS, LLC",MARKETING MANAGERS,NORTH AMERICA BUSINESS MANAGER,Y,120723.0,2016
CERTIFIED,"SANDVIK MINING AND CONSTRUCTION USA, LLC",MARKETING MANAGERS,"MARKETING MANAGER, CONSTRUCTION - NORTH AMERICA",Y,72930.0,2016
WITHDRAWN,IBM CORPORATION,MARKETING MANAGERS,PRODUCT MARKETING DIRECTOR,Y,109512.0,2016
CERTIFIED,HOPE IN HOME CARE LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,65645.0,2016
CERTIFIED,"EQUINIX, INC.",MARKETING MANAGERS,SENIOR MARKETING MANAGER,Y,111634.0,2016
CERTIFIED,"GEORGIA-PACIFIC CONSUMER PRODUCTS, LP",MARKETING MANAGERS,ASSOCIATE BRAND MANAGER,Y,82430.0,2016
CERTIFIED,"CALLMINER, INC.",MARKETING MANAGERS,DIRECTOR PRODUCT MANAGEMENT,Y,139630.0,2016
CERTIFIED,"SMARTTHINGS, INC.",MARKETING MANAGERS,"PRODUCT MANAGER, DEVELOPER EXPERIENCES",Y,123198.0,2016
CERTIFIED,"NETFLIX, INC.",MARKETING MANAGERS,"SENIOR MANAGER, CONTENT ACQUISITION",Y,174658.0,2016
CERTIFIED,ELECTRONIC INTERCONNECT CORPORATION,MARKETING MANAGERS,VICE PRESIDENT GLOBAL DEVELOPMENT,N,69618.0,2016
CERTIFIED,WESTERN EXPRESS FORWARDING LLC,MARKETING MANAGERS,DIRECTOR OF MARKETING,Y,92955.0,2016
CERTIFIED,SEARS HOLDINGS MANAGEMENT CORPORATION,MARKETING MANAGERS,"MANAGER, PRODUCT",N,69606.0,2016
CERTIFIED,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",MARKETING MANAGERS,VICE PRESIDENT,Y,144123.0,2016
CERTIFIED,"SULZER PUMPS US, INC.",MARKETING MANAGERS,HEAD OF MARKETING OIL & GAS AMERICAS,Y,103800.0,2016
CERTIFIED,GLOBAL COURIER EXPRESS INC.,MARKETING MANAGERS,MARKETING MANAGER,Y,81078.4,2016
CERTIFIED,NEW VIDEO CHANNEL AMERICA LLC,MARKETING MANAGERS,VICE PRESIDENT - BRANDED CONTENT,Y,215405.0,2016
CERTIFIED,"FENNY PHARMACY, LLC",MARKETING MANAGERS,PHARMACEUTICAL MRKT./COMPLIAANCE MGR. SPECIALTY P,Y,108492.8,2016
CERTIFIED,"BOOM SHAKALAKA, INC.",MARKETING MANAGERS,VP OF MARKETING,Y,108493.0,2016
CERTIFIED,WATERS TECHNOLOGIES CORPORATION D/B/A WATERS CORPORATION,MARKETING MANAGERS,STRATEGIC MARKETING MANAGER,Y,99133.0,2016
CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,115565.0,2016
CERTIFIED,"CITIBANK, N.A.",MARKETING MANAGERS,PROGRAM GROUP MANAGER,Y,135283.0,2016
CERTIFIED,"ROOT & BONE, LLC",MARKETING MANAGERS,MARKETING MANAGER,Y,108492.8,2016
CERTIFIED,VALET PARKING EXPERTS INC,MARKETING MANAGERS,MARKETING MANAGER,N,48922.0,2016
CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,115565.0,2016
CERTIFIED,HOPE MEDICAL INSTITUTE,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,65645.0,2016
CERTIFIED,COUPA SOFTWARE INCORPORATED,MARKETING MANAGERS,VP OF BUSINESS DEVELOPMENT LATIN AMERICA AND CARIBBEAN,Y,179733.0,2016
CERTIFIED,ELC MANAGEMENT LLC,MARKETING MANAGERS,"DIRECTOR, INTERNATIONAL, BOBBI BROWN COSMETICS",Y,108493.0,2016
CERTIFIED,"MY BLUEBONNET COMPANY, LLC",MARKETING MANAGERS,MARKETING AND BUSINESS DEVELOPMENT MANAGER,Y,80371.2,2016
CERTIFIED,"BIOGEN, INC.",MARKETING MANAGERS,"ASSOCIATE DIRECTOR, CORPORATE STRATEGY",Y,140275.0,2016
CERTIFIED,BIDDING UNLIMITED INCORPORATED,MARKETING MANAGERS,MARKETING DIRECTOR,Y,81078.4,2016
WITHDRAWN,"MY BLUEBONNET COMPANY, LLC",MARKETING MANAGERS,MARKETING AND BUSINESS DEVELOPMENT MANAGER,Y,80371.2,2016
CERTIFIED,"HITSS, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,94162.0,2016
CERTIFIED,"ALBERT M. ESPOSITO & ASSOCIATES, INC.",MARKETING MANAGERS,DIRECTOR OF INTERNATIONAL SALES & MARKETING - ASIA,N,68910.4,2016
CERTIFIED,"ATLANTIC TELE-NETWORK, INC.",MARKETING MANAGERS,DIRECTOR OF PRODUCT MANAGEMENT,Y,111862.0,2016
CERTIFIED,"AFFIRM, INC.",MARKETING MANAGERS,STRATEGIC VERTICALS LEAD,Y,110074.0,2016
CERTIFIED,HOLLAND & HART LLP,MARKETING MANAGERS,SENIOR MARKETING AND CLIENT RELATIONS MANAGER,Y,81453.0,2016
CERTIFIED,"AMERICAN RADIOLABELED CHEMICALS, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,104957.0,2016
CERTIFIED,"CHEETAH MOBILE AMERICA, INC.",MARKETING MANAGERS,SENIOR BRANDING ADVISOR,Y,214552.0,2016
WITHDRAWN,"FENNY PHARMACY, LLC",MARKETING MANAGERS,"PHARMACEUTICAL MRKT MANAGER, SPECIALTY PHARMACEUTICAL",Y,108492.8,2016
CERTIFIED,HOPE MEDICAL INSTITUTE,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,65645.0,2016
CERTIFIED,UNISTRUT INTERNATIONAL CORPORATION,MARKETING MANAGERS,"PRICING MANAGER, METAL FRAMING - NORTH AMERICA",Y,96491.0,2016
CERTIFIED,"CHEETAH MOBILE AMERICA, INC.",MARKETING MANAGERS,SENIOR BRANDING ADVISOR,Y,214552.0,2016
DENIED,THE LUBRIZOL CORPORATION,MARKETING MANAGERS,PRODUCT MANAGER - DRIVELINE,N,69867.0,2016
CERTIFIED,DOUGLAS ELLIMAN REAL ESTATE,MARKETING MANAGERS,DIRECTOR OF BRAND STRATEGY AND PLANNING,Y,144123.0,2016
CERTIFIED,"SOLUTELIA, LLC",MARKETING MANAGERS,SALES MANAGER - BUSINESS DEVELOPMENT,Y,82056.0,2016
CERTIFIED,"CHEETAH MOBILE AMERICA, INC.",MARKETING MANAGERS,SOCIAL MARKETING MANAGER,Y,110074.0,2016
CERTIFIED,"PAYPAL, INC.",MARKETING MANAGERS,VICE PRESIDENT CORPORATE STRATEGY,Y,220251.0,2016
DENIED,NEW YORK CITY FOOTBALL CLUB LLC,MARKETING MANAGERS,"VICE PRESIDENT, USA BUSINESS DEVELOPMENT",Y,215405.0,2016
CERTIFIED,DIAMONDS DIRECT USA INC,MARKETING MANAGERS,VP OF MARKETING AND BRANDING,Y,105810.0,2016
CERTIFIED,"THE CHRISTIAN BROADCASTING NETWORK, INC.",MARKETING MANAGERS,SENIOR DIGITAL COMMUNICATIONS MANAGER,N,65645.0,2016
CERTIFIED,USA TRIANGLE TYRE SALES COMPANY INC,MARKETING MANAGERS,MARKETING ANALYST,N,49982.0,2016
DENIED,"SPEARMAN CLUBS, INC.",MARKETING MANAGERS,DIRECTOR OF BUSINESS EXPANSION,Y,76044.8,2016
CERTIFIED,MOAC MALL HOLDINGS LLC,MARKETING MANAGERS,DIRECTOR OF NEW BUSINESS DEVELOPMENT,Y,108493.0,2016
CERTIFIED,"CITRIX SYSTEMS, INC.",MARKETING MANAGERS,PRINCIPAL PRODUCT MARKETING MANAGER,Y,123198.0,2016
CERTIFIED,QUALITY STONES,MARKETING MANAGERS,MARKETING MANAGER,N,66477.0,2016
CERTIFIED,"ZENDESK, INC.",MARKETING MANAGERS,SENIOR PRODUCT DESIGNER,Y,144893.0,2016
CERTIFIED,TOYS FOR BOYS MIAMI LLC,MARKETING MANAGERS,VICE PRESIDENT OF BUSINESS DEVELOPMENT,Y,81890.0,2016
CERTIFIED,FIDELITY BROKERAGE SERVICES LLC,MARKETING MANAGERS,SENIOR MARKETING PRODUCT DEVELOPMENT MANAGER I,Y,80829.0,2016
CERTIFIED,"ORRICK, HERRINGTON & SUTCLIFFE LLP",MARKETING MANAGERS,"MANAGING DIRECTOR, FRENCH CLIENTS",Y,214552.0,2016
CERTIFIED,"MAGICO, LLC",MARKETING MANAGERS,MARKETING MANAGER,Y,101795.0,2016
CERTIFIED,NEW YORK CITY FOOTBALL CLUB LLC,MARKETING MANAGERS,"VICE PRESIDENT, USA BUSINESS DEVELOPMENT",Y,215405.0,2016
CERTIFIED,FNS INC,MARKETING MANAGERS,MARKETING MANAGER,Y,81078.4,2016
CERTIFIED-WITHDRAWN,BATTERY SOLUTIONS LLC,MARKETING MANAGERS,VICE PRESIDENT MARKET DEVELOPMENT,Y,126298.0,2016
CERTIFIED-WITHDRAWN,ECOLAB USA INC.,MARKETING MANAGERS,ASSISTANT MARKETING MANAGER,Y,89336.0,2016
